,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp
4,5426,Solana,SOL,solana,625,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,437310891.36632335,569376958.788106,True,,5,,,,2024-02-12T05:32:00.000Z,106.00440957099565,1526553652.9740129,-4.1823,0.16881995,-2.97743089,10.65849426,15.07416553,49.44432064,95.00835457,46356882838.25292,2.5731,60356468339.66,,2024-02-12T05:32:00.000Z,,,,,,2024-02-12 05:40:48.490418
5,52,XRP,XRP,xrp,1227,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54506969135.0,99987912526.0,False,,6,,,,2024-02-12T05:32:00.000Z,0.5217435316763155,751057583.981472,22.3051,-0.22913769,-1.16253659,3.5524554,-9.26656495,-16.65846264,-21.54808852,28438658577.466824,1.5786,52174353167.63,,2024-02-12T05:32:00.000Z,,,,,,2024-02-12 05:40:48.490418
6,3408,USDC,USDC,usd-coin,16656,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,27922548984.264103,27922548984.264103,False,,7,,,,2024-02-12T05:32:00.000Z,1.0000146260891865,4093555032.28003,6.846,0.00565343,0.01153005,-0.00860184,-0.00308385,0.00702422,-0.0063506,27922957381.95586,1.5499,27922957381.96,,2024-02-12T05:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-02-12 05:40:48.490418
7,2010,Cardano,ADA,cardano,1068,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35442797280.238,36613928911.921,False,,8,,,,2024-02-12T05:31:00.000Z,0.5381477518953627,430789655.29979515,-10.4751,-0.04786845,-4.22474742,8.58570336,-1.94808981,-17.51211011,49.06413044,19073461677.243153,1.0595,24216648835.29,,2024-02-12T05:31:00.000Z,,,,,,2024-02-12 05:40:48.490418
8,5805,Avalanche,AVAX,avalanche,661,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,367475733.44849443,435508643.44849443,False,,9,,,,2024-02-12T05:31:00.000Z,38.83431633186649,544794608.161474,-17.5603,0.30028832,-3.7473605,11.96371674,8.54456201,0.69667873,131.48552169,14270668877.023483,0.7927,27960707758.94,,2024-02-12T05:31:00.000Z,,,,,,2024-02-12 05:40:48.490418
9,1975,Chainlink,LINK,chainlink,1631,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,10,,,,2024-02-12T05:31:00.000Z,20.058981555750584,761640825.5652368,28.2388,0.22080411,0.20920988,8.27390246,41.87157357,35.48956776,36.27654031,11776627478.69416,0.6541,20058981555.75,,2024-02-12T05:31:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-02-12 05:40:48.490418
10,74,Dogecoin,DOGE,dogecoin,888,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143037176383.7052,143037176383.7052,True,,11,,,,2024-02-12T05:32:00.000Z,0.08034282910612507,335326915.3185918,57.5445,-0.08628169,-2.02284799,3.05575586,-0.24822156,-16.41452061,7.09075486,11492011418.018696,0.6379,11492011418.02,,2024-02-12T05:32:00.000Z,,,,,,2024-02-12 05:40:48.490418
11,1958,TRON,TRX,tron,929,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88081824436.65222,88081825196.46071,True,,12,71659659264.0,8896671958.89707,,2024-02-12T05:31:00.000Z,0.12415174800261061,184457315.0753987,-2.2358,0.06976778,-0.34670614,3.72658919,15.50533142,19.03525762,16.86582934,10935512471.069437,0.6074,10935512565.4,,2024-02-12T05:31:00.000Z,,,,,,2024-02-12 05:40:48.490418
12,6636,Polkadot,DOT,polkadot-new,682,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1277958829.5162618,1410219331.2246134,True,,13,,,,2024-02-12T05:31:00.000Z,7.099006604646026,169111143.69879594,9.1815,0.06657116,-2.16638342,3.81740988,-7.44290994,-4.40309631,30.9982901,9072238171.201647,0.5039,10011156346.36,,2024-02-12T05:31:00.000Z,,,,,,2024-02-12 05:40:48.490418
13,3890,Polygon,MATIC,polygon,1271,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9610740414.388042,10000000000.0,False,,14,,,,2024-02-12T05:31:00.000Z,0.8306576243818391,246150887.9515233,-2.4511,-0.27949448,-3.48738291,7.66676387,-4.01251937,-5.6437719,-11.4557433,7983234801.166103,0.4434,8306576243.82,,2024-02-12T05:31:00.000Z,,,,,,2024-02-12 05:40:48.490418
14,11419,Toncoin,TON,toncoin,200,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3458292238.7078233,5102578386.258407,True,,15,3414166606.0,7103926714.102519,,2024-02-12T05:32:00.000Z,2.0807205780813964,27934381.14051584,14.2128,0.08160288,-0.58139977,1.43070056,-1.87692551,-4.31047477,-11.72494936,7195739826.098549,0.3994,10617039849.56,,2024-02-12T05:32:00.000Z,,,,,,2024-02-12 05:40:48.490418
0,1,Bitcoin,BTC,bitcoin,10816,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19625425.0,19625425.0,False,,1,,,,2024-02-12T05:33:00.000Z,48161.58328950759,19271570099.69151,5.026,0.0749073,-0.2652923,12.96305342,12.2017859,12.53668786,31.66256889,945191540729.4845,52.4649,1011393249079.66,,2024-02-12T05:33:00.000Z,,,,,,2024-02-12 05:41:49.375148
1,1027,Ethereum,ETH,ethereum,8397,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120169997.44293813,120169997.44293813,True,,2,,,,2024-02-12T05:33:00.000Z,2498.572789115699,6937876258.573926,-2.4822,-0.03560357,-1.02667227,9.13252476,-1.88465631,10.59174405,21.37780891,300253485679.0283,16.6662,300253485679.03,,2024-02-12T05:33:00.000Z,,,,,,2024-02-12 05:41:49.375148
2,825,Tether USDt,USDT,tether,74514,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,96475135177.57817,99600626148.96388,True,,3,,,,2024-02-12T05:32:00.000Z,1.0002881944514148,31504903865.80597,4.697,-0.0065978,-0.00776806,0.11453787,0.05322223,0.01691637,0.00094556,96502938776.23584,5.3566,99629330496.78,,2024-02-12T05:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-02-12 05:41:49.375148
3,1839,BNB,BNB,bnb,2060,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149545289.24967918,149545289.24967918,False,,4,,,,2024-02-12T05:32:00.000Z,320.17660865986585,712552271.7732271,-3.7783,0.1043136,-1.0551652,6.10017574,7.49511943,28.30373845,31.56574928,47880903553.02097,2.6577,47880903553.02,,2024-02-12T05:32:00.000Z,,,,,,2024-02-12 05:41:49.375148
4,5426,Solana,SOL,solana,625,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,437310891.36632335,569376958.788106,True,,5,,,,2024-02-12T05:33:00.000Z,105.99466357368759,1526567890.2114336,-4.1623,0.15731981,-2.98960446,10.61893931,15.07898535,49.4305808,94.98728114,46352620807.48289,2.5729,60350919193.35,,2024-02-12T05:33:00.000Z,,,,,,2024-02-12 05:41:49.375148
5,52,XRP,XRP,xrp,1227,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54506969135.0,99987912526.0,False,,6,,,,2024-02-12T05:33:00.000Z,0.5217367111112712,751041893.0752944,22.2803,-0.22105559,-1.16684087,3.55276659,-9.26229001,-16.65923968,-21.55750583,28438286809.13847,1.5785,52173671111.13,,2024-02-12T05:33:00.000Z,,,,,,2024-02-12 05:41:49.375148
6,3408,USDC,USDC,usd-coin,16656,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,27922548984.264103,27922548984.264103,False,,7,,,,2024-02-12T05:33:00.000Z,1.0000529910038956,4093557802.3182764,6.8495,-0.01354937,0.0207845,-0.0031854,-0.012074,0.00251808,0.00453454,27924028628.166103,1.55,27924028628.17,,2024-02-12T05:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-02-12 05:41:49.375148
7,2010,Cardano,ADA,cardano,1068,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35442797280.238,36613928911.921,False,,8,,,,2024-02-12T05:32:00.000Z,0.5382429343670893,430383142.22756946,-10.556,-0.01576093,-4.24230004,8.60119009,-1.94428081,-17.49714797,49.04867659,19076835210.29319,1.0589,24220932046.52,,2024-02-12T05:32:00.000Z,,,,,,2024-02-12 05:41:49.375148
8,5805,Avalanche,AVAX,avalanche,661,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,367475733.44849443,435508643.44849443,False,,9,,,,2024-02-12T05:32:00.000Z,38.84893886121205,545280070.9520253,-17.4868,0.35437966,-3.71437484,11.94854402,8.59495601,0.72305985,131.56633035,14276042301.719616,0.7924,27971235980.07,,2024-02-12T05:32:00.000Z,,,,,,2024-02-12 05:41:49.375148
9,1975,Chainlink,LINK,chainlink,1631,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,10,,,,2024-02-12T05:32:00.000Z,20.06184293252298,761440118.2993284,28.2081,0.25759795,0.2443474,8.28805781,41.87291971,35.48297816,36.27094476,11778307392.912687,0.6538,20061842932.52,,2024-02-12T05:32:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-02-12 05:41:49.375148
10,74,Dogecoin,DOGE,dogecoin,888,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143037176383.7052,143037176383.7052,True,,11,,,,2024-02-12T05:33:00.000Z,0.0803345932901044,335369993.9200071,57.6153,-0.09239667,-2.03517587,3.02826219,-0.2580008,-16.42408534,7.07410854,11490833390.149883,0.6378,11490833390.15,,2024-02-12T05:33:00.000Z,,,,,,2024-02-12 05:41:49.375148
11,1958,TRON,TRX,tron,929,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,88081824436.65222,88081825196.46071,True,,12,71659659264.0,8898443109.430933,,2024-02-12T05:32:00.000Z,0.1241764641476782,184612080.6339205,-2.1521,0.08616959,-0.32355619,3.74675203,15.46564874,19.05555088,16.88229878,10937689514.22003,0.6071,10937689608.57,,2024-02-12T05:32:00.000Z,,,,,,2024-02-12 05:41:49.375148
12,6636,Polkadot,DOT,polkadot-new,682,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1277958829.5162618,1410219331.2246134,True,,13,,,,2024-02-12T05:32:00.000Z,7.100341428955078,169117821.24528244,9.1897,0.09795601,-2.15575931,3.80832968,-7.41947561,-4.38446953,30.98509183,9073944021.713253,0.5037,10013038741.41,,2024-02-12T05:32:00.000Z,,,,,,2024-02-12 05:41:49.375148
13,3890,Polygon,MATIC,polygon,1271,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9610740414.388042,10000000000.0,False,,14,,,,2024-02-12T05:32:00.000Z,0.8307194785497881,246302859.86073998,-2.4052,-0.26578427,-3.46922303,7.67260421,-3.99410437,-5.64475991,-11.45528833,7983829265.517809,0.4435,8307194785.5,,2024-02-12T05:32:00.000Z,,,,,,2024-02-12 05:41:49.375148
14,11419,Toncoin,TON,toncoin,200,2021-08-26T13:40:22.000Z,"['pos', 'layer-1', 'ftx-bankruptcy-estate', 'dwf-labs-portfolio', 'toncoin-ecosystem']",,3458292238.7078233,5102578386.258407,True,,15,3414166606.0,7104246912.497485,,2024-02-12T05:33:00.000Z,2.080814363309804,27944636.0939737,14.2414,0.0834805,-0.5908125,1.44524789,-1.87596624,-4.30608127,-11.72388459,7196064162.8260565,0.3994,10617518396.04,,2024-02-12T05:33:00.000Z,,,,,,2024-02-12 05:41:49.375148
0,1,Bitcoin,BTC,bitcoin,10816,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem', 'ftx-bankruptcy-estate']",21000000.0,19625425.0,19625425.0,False,,1,,,,2024-02-12T05:34:00.000Z,48178.999861057375,19274504214.191486,5.0569,0.09973987,-0.21711236,12.98361016,12.24022341,12.57923976,31.70981808,945533348348.1919,52.4839,1011758997082.2,,2024-02-12T05:34:00.000Z,,,,,,2024-02-12 05:42:50.061287
1,1027,Ethereum,ETH,ethereum,8397,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1', 'ftx-bankruptcy-estate']",,120169997.44293813,120169997.44293813,True,,2,,,,2024-02-12T05:34:00.000Z,2499.368006412846,6936362558.622027,-2.4978,0.01109955,-0.9765943,9.17363949,-1.85418953,10.58247982,21.47110638,300349046939.5931,16.6715,300349046939.59,,2024-02-12T05:34:00.000Z,,,,,,2024-02-12 05:42:50.061287
2,825,Tether USDt,USDT,tether,74514,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,96475135177.57817,99600626148.96388,True,,3,,,,2024-02-12T05:33:00.000Z,1.0002878914402809,31502935059.670883,4.6923,-0.0186096,0.00021572,0.11120633,0.04876801,0.0106894,0.00420772,96502909543.19574,5.3566,99629300316.68,,2024-02-12T05:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,2024-02-12 05:42:50.061287
3,1839,BNB,BNB,bnb,2060,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,149545289.24967918,149545289.24967918,False,,4,,,,2024-02-12T05:33:00.000Z,320.1322040255808,712646717.3425959,-3.778,0.09505656,-1.06525234,6.07945422,7.47281559,28.28594427,31.56704121,47874263049.14279,2.6574,47874263049.14,,2024-02-12T05:33:00.000Z,,,,,,2024-02-12 05:42:50.061287
4,5426,Solana,SOL,solana,625,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,437310891.36632335,569376958.788106,True,,5,,,,2024-02-12T05:34:00.000Z,105.92230592636736,1526391051.9997582,-4.0678,0.08488626,-3.05240251,10.52730579,15.07437216,49.28488379,94.61474441,46320978020.23611,2.5711,60309720416.18,,2024-02-12T05:34:00.000Z,,,,,,2024-02-12 05:42:50.061287
5,52,XRP,XRP,xrp,1227,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54506969135.0,99987912526.0,False,,6,,,,2024-02-12T05:34:00.000Z,0.5217248476866634,750935887.4579161,22.1793,-0.20345492,-1.17791655,3.5543189,-9.26079439,-16.69093252,-21.60859182,28437640169.81954,1.5785,52172484768.67,,2024-02-12T05:34:00.000Z,,,,,,2024-02-12 05:42:50.061287
6,3408,USDC,USDC,usd-coin,16656,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,27922548984.264103,27922548984.264103,False,,7,,,,2024-02-12T05:34:00.000Z,1.0001928279842844,4096192168.5293136,6.9647,-0.00458035,0.01694614,0.00555443,0.00598006,0.02013685,0.00683421,27927933233.100822,1.5502,27927933233.1,,2024-02-12T05:34:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,2024-02-12 05:42:50.061287
7,2010,Cardano,ADA,cardano,1068,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35442797280.238,36613928911.921,False,,8,,,,2024-02-12T05:33:00.000Z,0.5382066848685406,430342075.9120411,-10.5741,-0.01554203,-4.24567467,8.57275854,-1.9467999,-17.49716109,49.03347781,19075550426.66462,1.0588,24219300819.08,,2024-02-12T05:33:00.000Z,,,,,,2024-02-12 05:42:50.061287
8,5805,Avalanche,AVAX,avalanche,661,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,367475733.44849443,435508643.44849443,False,,9,,,,2024-02-12T05:33:00.000Z,38.84893886121205,545137693.4107759,-17.5061,0.35153998,-3.72132725,11.90398175,8.59609538,0.7269046,131.5745313,14276042301.719616,0.7924,27971235980.07,,2024-02-12T05:33:00.000Z,,,,,,2024-02-12 05:42:50.061287
9,1975,Chainlink,LINK,chainlink,1631,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,10,,,,2024-02-12T05:33:00.000Z,20.060839908129903,761199782.4159657,28.0879,0.25481273,0.22245662,8.22629646,41.85758971,35.47850748,36.26343709,11777718517.32115,0.6537,20060839908.13,,2024-02-12T05:33:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,2024-02-12 05:42:50.061287
